name#type#born_area#current_area#primaries#sex#candidatesGroup
ISABEL ROSA TORRALVO#CANDIDATO#J#J#TRUE#MUJER#PODEMOS
MARCELO EXPÓSITO PRIETO#CANDIDATO#LE#LE#TRUE#HOMBRE#PODEMOS
AINA VIDAL SÁEZ#CANDIDATO#LE#LE#TRUE#MUJER#PODEMOS
JOSEP VENDRELL GARDEÑES#CANDIDATO#L#L#TRUE#HOMBRE#PODEMOS
MARÍA FREIXANET MATEO#CANDIDATO#L#L#TRUE#MUJER#PODEMOS
JAUME DURALL LOBETE#CANDIDATO#LO#LO#TRUE#HOMBRE#PODEMOS
ALICIA RAMOS JORDÁN#CANDIDATO#LO#LO#TRUE#MUJER#PODEMOS
CARLES RODRÍGUEZ HERENCIA#CANDIDATO#LU#LU#TRUE#HOMBRE#PODEMOS
NÚRIA LOZANO MONTOYA#CANDIDATO#LU#LU#TRUE#MUJER#PODEMOS
CARLOS AGUILAR PAREDES#CANDIDATO#M#M#TRUE#HOMBRE#PODEMOS
ANNA MARÍA PÉREZ OLLER#CANDIDATO#M#M#TRUE#MUJER#PODEMOS
RAFAEL BERNABÉ PÉREZ#CANDIDATO#MA#MA#TRUE#HOMBRE#PODEMOS
MERCÉ GÓMEZ LLOBREGAT#CANDIDATO#MA#MA#TRUE#MUJER#PODEMOS
LEANDRO JUAN DANZA ARLA#CANDIDATO#MU#MU#TRUE#HOMBRE#PODEMOS
MARINA ESCRIBANO MASPONS#CANDIDATO#MU#MU#TRUE#MUJER#PODEMOS
MARCOS ORTEGA CANILLAS#CANDIDATO#NA#NA#TRUE#HOMBRE#PODEMOS
ISABEL RODRÍGUEZ BORDA#CANDIDATO#NA#NA#TRUE#MUJER#PODEMOS
JOAQUIM BALAGUER NICOLAU#CANDIDATO#OR#OR#TRUE#HOMBRE#PODEMOS
NATI VERAGUAS AGUILERA#CANDIDATO#OR#OR#TRUE#MUJER#PODEMOS
JOSÉ CARLOS VALLEJO CALDERÓN#CANDIDATO#O#O#TRUE#HOMBRE#PODEMOS
DOLORES CASTRO LEIVA#CANDIDATO#O#O#TRUE#MUJER#PODEMOS
JOAN CARLES GALLEGO HERRERA#CANDIDATO#P#P#TRUE#HOMBRE#PODEMOS
VICENÇ NAVARRO LÓPEZ#CANDIDATO#P#P#TRUE#HOMBRE#PODEMOS
MARTA REINA IZQUIANO#CANDIDATO#GC#GC#TRUE#MUJER#PODEMOS
GABRIEL SERRANO SÁNCHEZ#CANDIDATO#GC#GC#TRUE#HOMBRE#PODEMOS
ISRAEL BENJUMEA HERREROS#CANDIDATO#PO#PO#TRUE#HOMBRE#PODEMOS
LAURA OLIVA MIRÓN#CANDIDATO#PO#PO#TRUE#MUJER#PODEMOS
CÉSAR RAÚL MANTILLA LARREA#CANDIDATO#SA#SA#TRUE#HOMBRE#PODEMOS
AÏDA LLAURADÓ ÁLVAREZ#CANDIDATO#SA#SA#TRUE#MUJER#PODEMOS
JUAN ANTONIO DELGADO RAMOS#CANDIDATO#TF#TF#TRUE#HOMBRE#PODEMOS
ANA CECILIA QUEROL MUÑOZ#CANDIDATO#TF#TF#TRUE#MUJER#PODEMOS
JOSÉ LUIS BUENO PINTO#CANDIDATO#S#S#TRUE#HOMBRE#PODEMOS
LAIA ROSICH SOLÉ#CANDIDATO#S#S#TRUE#MUJER#PODEMOS
LUIS ISMAEL PALACIO PÉREZ-GIRONÉS#CANDIDATO#SG#SG#TRUE#HOMBRE#PODEMOS
ADA COLAU BALLANO#CANDIDATO#SG#SG#TRUE#MUJER#PODEMOS
SILVIA LÓPEZ VALENTÍN#CANDIDATO#SE#SE#TRUE#MUJER#PODEMOS
MANUEL COMESAÑA ROMERO#CANDIDATO#SE#SE#TRUE#HOMBRE#PODEMOS
AGNÈS PETIT ESTRENJER#CANDIDATO#SO#SO#TRUE#MUJER#PODEMOS
FRANCISCO DORADO GUERRERO#CANDIDATO#SO#SO#TRUE#HOMBRE#PODEMOS
MARÍA GRACIA MALDONADO NÚÑEZ#CANDIDATO#T#T#TRUE#MUJER#PODEMOS
MOISÉS RODRÍGUEZ FÉNIX#CANDIDATO#T#T#TRUE#HOMBRE#PODEMOS
NOELIA VERA RUIZ-HERRERA#CANDIDATO#TE#TE#TRUE#MUJER#PODEMOS
MIGUEL ÁNGEL BUSTAMANTE MARTÍN#CANDIDATO#TE#TE#TRUE#HOMBRE#PODEMOS
ROSA MARÍA TOMILLERO CORTÉS#CANDIDATO#TO#TO#TRUE#MUJER#PODEMOS
EZEQUIEL GARCÍA NIETO#CANDIDATO#TO#TO#TRUE#HOMBRE#PODEMOS
GEMA MARTÍN DE ARRIBA#CANDIDATO#V#V#TRUE#MUJER#PODEMOS
MARIO PEREA RUIZ#CANDIDATO#V#V#TRUE#HOMBRE#PODEMOS
MARÍA DOLORES SANISIDRO POSE#CANDIDATO#VA#VA#TRUE#MUJER#PODEMOS
JOSÉ RUIZ HERMAN#CANDIDATO#VA#VA#TRUE#HOMBRE#PODEMOS
ÁTICUS MÉNDEZ DÍAZ#CANDIDATO#BI#BI#TRUE#HOMBRE#PODEMOS
LUISA ESPADA SÁNCHEZ#CANDIDATO#BI#BI#TRUE#MUJER#PODEMOS
JUAN DIEGO CALA SÁNCHEZ#CANDIDATO#ZA#ZA#TRUE#HOMBRE#PODEMOS
ELENA CORONIL FERNÁNDEZ#CANDIDATO#ZA#ZA#TRUE#MUJER#PODEMOS
ALFREDO ORIA DE RUEDA ELORRIAGA#CANDIDATO#Z#Z#TRUE#HOMBRE#PODEMOS
MARÍA SALUD MÁRQUEZ GUERRERO#CANDIDATO#Z#Z#TRUE#MUJER#PODEMOS
ENRIQUE MORENO GONZÁLEZ#CANDIDATO#CE#CE#TRUE#HOMBRE#PODEMOS
ISABEL FRANCO CARMONA#CANDIDATO#CE#CE#TRUE#MUJER#PODEMOS
MIGUEL ÁNGEL PEÑA MUÑOZ#CANDIDATO#ML#ML#TRUE#HOMBRE#PODEMOS
RAQUEL MERCEDES GÓMEZ HERNÁNDEZ#CANDIDATO#ML#ML#TRUE#MUJER#PODEMOS
