name#type#born_area#current_area#primaries#sex#candidatesGroup
PEDRO SÁNCHEZ PÉREZ CASTEJÓN#PRESIDENCIA#VI#VI#TRUE#HOMBRE#PSOE
ANTONIO ABARCA PLANA#CANDIDATO#GC#GC#TRUE#HOMBRE#PSOE
PEDRO SAURA GARCÍA#CANDIDATO#PO#PO#TRUE#HOMBRE#PSOE
MARÍA SOLEDAD SÁNCHEZ JÓDAR#CANDIDATO#PO#PO#TRUE#MUJER#PSOE
JUAN LUIS SOTO BURILLO#CANDIDATO#SA#SA#TRUE#HOMBRE#PSOE
CARMEN BAÑOS RUIZ#CANDIDATO#SA#SA#TRUE#MUJER#PSOE
JOAQUÍN MARTÍNEZ SALMERÓN#CANDIDATO#TF#TF#TRUE#HOMBRE#PSOE
NATIVIDAD MUÑOZ JIMÉNEZ#CANDIDATO#TF#TF#TRUE#MUJER#PSOE
ALEJANDRO TOLEDO MONTORO#CANDIDATO#S#S#TRUE#HOMBRE#PSOE
NURIA GARCIA SANCHEZ#CANDIDATO#S#S#TRUE#MUJER#PSOE
CARLOS MANUEL GARCÍA MARTÍNEZ#CANDIDATO#SG#SG#TRUE#HOMBRE#PSOE
CARMEN LÓPEZ ROMERO#CANDIDATO#SG#SG#TRUE#MUJER#PSOE
MARIA CARMEN MARTINEZ MUÑOZ#CANDIDATO#SE#SE#TRUE#MUJER#PSOE
PEDRO JOSE RUBIO LOPEZ#CANDIDATO#SE#SE#TRUE#HOMBRE#PSOE
MARÍA JOSÉ SORIANO GIL#CANDIDATO#SO#SO#TRUE#MUJER#PSOE
PATXI LÓPEZ ÁLVAREZ#CANDIDATO#SO#SO#TRUE#HOMBRE#PSOE
MARIA GUIJARRO CEBALLOS#CANDIDATO#T#T#TRUE#MUJER#PSOE
CARLOS MARÍA GARCÍA DE ANDOIN MARTÍN#CANDIDATO#T#T#TRUE#HOMBRE#PSOE
SONIA FERNÁNDEZ LÓPEZ#CANDIDATO#TE#TE#TRUE#MUJER#PSOE
ÁNGEL ANERO MURGA#CANDIDATO#TE#TE#TRUE#HOMBRE#PSOE
BEATRIZ GÁMIZ MATA#CANDIDATO#TO#TO#TRUE#MUJER#PSOE
VÍCTOR TRIMIÑO VEGAS#CANDIDATO#TO#TO#TRUE#HOMBRE#PSOE
MARÍA DOLORES ÁLVAREZ PASCUAL#CANDIDATO#V#V#TRUE#MUJER#PSOE
ÓSCAR SALICIO REGO#CANDIDATO#V#V#TRUE#HOMBRE#PSOE
EUGENIA GUEZURAGA CAREAGA#CANDIDATO#VA#VA#TRUE#MUJER#PSOE
OSCAR RIOS PALOMERA#CANDIDATO#VA#VA#TRUE#HOMBRE#PSOE
ODÓN ELORZA GONZÁLEZ#CANDIDATO#BI#BI#TRUE#HOMBRE#PSOE
MARÍA LUISA GARCÍA GURRUCHAGA#CANDIDATO#BI#BI#TRUE#MUJER#PSOE
JESÚS MARÍA ZABALLOS DE LLANOS#CANDIDATO#ZA#ZA#TRUE#HOMBRE#PSOE
AZAHARA DOMÍNGUEZ URTIZBEREA#CANDIDATO#ZA#ZA#TRUE#MUJER#PSOE
ALFONSO GURPEGUI RUIZ#CANDIDATO#Z#Z#TRUE#HOMBRE#PSOE
MARÍA LOURDES ACEVEDO BELDARRAIN#CANDIDATO#Z#Z#TRUE#MUJER#PSOE
JON IRAOLA IRIONDO#CANDIDATO#CE#CE#TRUE#HOMBRE#PSOE
GLORIA VÁZQUEZ HERRANZ#CANDIDATO#CE#CE#TRUE#MUJER#PSOE
JON UGARTE PETRICORENA#CANDIDATO#ML#ML#TRUE#HOMBRE#PSOE
ARANZAZU GONZALEZ SAN VICENTE#CANDIDATO#ML#ML#TRUE#MUJER#PSOE
